"","NoAttack","Complete","TimeOrdered","Random","DDMI"
"61",0.48391809944892,0.45914676722043,0.397179977321287,0.194406787044007,0.314861071917868
"62",0.484258098171379,0.461156491854774,0.397078122105172,0.198944386055967,0.316331524816167
"63",0.484044605892794,0.458884468454773,0.397752913646128,0.198439172253068,0.320415598983398
"64",0.484386377550266,0.459291024099546,0.39819944233623,0.194608228985191,0.316881348843047
"65",0.48408487513823,0.458625893216009,0.395308653660781,0.195922170771105,0.322076664467617
"66",0.484434324509398,0.458552460027153,0.394989072128865,0.196599523195209,0.316194397493452
"67",0.484562089660965,0.459031786681821,0.395124693368016,0.199713600463135,0.320890200962053
"68",0.484656469443963,0.459747539184355,0.396849304311152,0.19446775284503,0.314691613044768
"69",0.484091905637572,0.460030017058035,0.394857983717958,0.197955942721559,0.322036958701786
"70",0.484512507595186,0.459197234921117,0.39781241805617,0.197515938732781,0.318160782999726
"71",0.484747292844591,0.459435744148542,0.397554772072624,0.191953573895355,0.313705605671365
"72",0.483736415131342,0.456931919801077,0.398108507465446,0.193966567830803,0.316694364065354
"73",0.483805434917968,0.459227170938865,0.396821351868636,0.196878968963957,0.317796178358668
"74",0.484136733911938,0.459415522437911,0.397000466632306,0.190993154322644,0.315966845052679
"75",0.484697790968507,0.457860455572414,0.39610728689864,0.195120732717776,0.320447608415155
"76",0.483648813759182,0.45953087099375,0.395482342506457,0.197591352430328,0.320297993226989
"77",0.484275962249394,0.458660832604061,0.396098062098648,0.19291151110101,0.316183167503518
"78",0.484874583739284,0.459457321365236,0.397404175984659,0.194631101517501,0.319396099743106
"79",0.483843697675117,0.458116244372748,0.396938095746185,0.193649578002098,0.315196398444951
"80",0.484298325011105,0.459775317801977,0.400413559525053,0.193766195338936,0.322945238118696
"81",0.484059526278801,0.458902773489886,0.397140107902674,0.193830126939504,0.317194004951142
"82",0.484164401743544,0.459696863065667,0.396333633235878,0.197468978106968,0.318794294389445
"83",0.484230925303908,0.458903855482439,0.395858535661794,0.195152414811539,0.32022348372765
"84",0.483762623639914,0.458144996159452,0.396274364110407,0.196081760565132,0.315413814652225
"85",0.484706472998028,0.460126622187181,0.395510142735606,0.191530735049972,0.316163778720897
"86",0.483667548742384,0.458537573996858,0.396338516460807,0.193916973870322,0.315361885468579
"87",0.484289773683288,0.458542641499771,0.396932237365021,0.194203628897681,0.317732925887331
"88",0.484346659888723,0.460283233149853,0.397563550082232,0.197552378311423,0.318221086067594
"89",0.483635687297441,0.457831356750482,0.398516912564456,0.19751497832421,0.319329031051233
"90",0.48442369718548,0.458468497136476,0.397276172960762,0.199336914818342,0.322722181431644
"91",0.483608885992114,0.458602186890557,0.396269946016465,0.196407337998045,0.318457987230409
"92",0.484312952149698,0.45931167506209,0.395623071357126,0.197183438108513,0.322540718890664
"93",0.483790449496486,0.458656531037395,0.39673897302302,0.197579111350421,0.318811430033301
"94",0.483857627132796,0.457760672234056,0.396357679278272,0.195880543281406,0.317445905914466
"95",0.483558099383818,0.460207502107014,0.395120456539501,0.197467173291281,0.315556975395888
"96",0.484006314232933,0.459711285573061,0.398336749433244,0.195531861562486,0.319713624606976
"97",0.484134897084148,0.459322684216139,0.3969300967012,0.195027741315959,0.315110401078927
"98",0.484612890954947,0.45956364061077,0.398717231772475,0.193767743434516,0.317205892863121
"99",0.484177670189826,0.45907877591807,0.397497259038064,0.194501447638659,0.317736277656628
"100",0.484201401198807,0.457923380193427,0.396767998677228,0.199840236399454,0.317405945660949
